"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"PSA";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX ApKa";"CX BpKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA Lipinski";"HBD Lipinski";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles"
"CHEMBL11252";"STALLIMYCIN";"STALLIMYCIN";"Small molecule";"0";"481.52";"87";"195";"0.83";"181.06";"8";"6";"1";"10";"N";"0.14";"None";"12.55";"-1.08";"-3.35";"3";"MOL";"0";"35";"13";"7";"2";"481.2186";"BASE";"C22H27N9O4";"Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC=O)cn3C)cn2C)cc1C(=O)NCCC(=N)N"
"CHEMBL564085";"TROLEANDOMYCIN";"ACETYLOLEANDOMYCIN|NSC-108166|TRIACETYLOLEANDOMYCIN|TROLEANDOMYCIN";"Small molecule";"4";"813.98";"19";"59";"3.62";"184.19";"16";"0";"2";"9";"N";"0.19";"None";"7.87";"4.30";"3.70";"0";"MOL";"0";"57";"16";"0";"2";"813.4511";"NEUTRAL";"C41H67NO15";"CO[C@H]1C[C@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](OC(C)=O)[C@@H](C)C(=O)[C@]3(CO3)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@H]2C)O[C@@H](C)[C@@H]1OC(C)=O"
"CHEMBL4297931";"TOREZOLID PHOSPHATE DISODIUM";"DA-7218|TEDIZOLID PHOSPHATE DISODIUM|TEDIZOLID PHOSPHATE DISODIUM SALT|TOREZOLID PHOSPHATE DISODIUM|TR-701";"Unknown";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";""
"CHEMBL2105537";"STEFFIMYCIN";"STEFFIMYCIN|U-20,661";"Small molecule";"0";"574.54";"";"";"0.38";"198.51";"13";"5";"2";"5";"N";"0.28";"7.08";"None";"1.89";"1.36";"2";"MOL";"0";"41";"13";"5";"2";"574.1686";"NEUTRAL";"C28H30O13";"COc1cc(O)c2c(c1)C(=O)c1cc3c(c(O)c1C2=O)[C@@H](O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1OC)[C@H](OC)[C@](C)(O)C3=O"
"CHEMBL2106050";"CHLORHEXIDINE PHOSPHANILATE";"BMY-30120|CHLORHEXIDINE PHOSPHANILATE|CHP|WP-973";"Small molecule";"0";"851.67";"";"";"4.18";"167.58";"4";"10";"2";"9";"N";"0.14";"None";"10.45";"4.51";"-1.30";"2";"MOL";"0";"34";"10";"10";"2";"504.2032";"BASE";"C34H46Cl2N12O6P2";"N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1.Nc1ccc(P(=O)(O)O)cc1.Nc1ccc(P(=O)(O)O)cc1"
"CHEMBL1908370";"FINAFLOXACIN";"AL-60371|FINAFLOXACIN|XTORO";"Small molecule";"4";"398.39";"3";"140";"1.22";"107.59";"7";"2";"0";"3";"N";"0.80";"4.33";"7.54";"-1.11";"-1.30";"2";"MOL";"0";"29";"8";"2";"0";"398.1390";"ACID";"C20H19FN4O4";"N#Cc1c(N2C[C@@H]3NCCO[C@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12"
"CHEMBL1200910";"SULFISOXAZOLE ACETYL";"ACETYLSULFISOXAZOLE|GANTRISIN PEDIATRIC|Gantrisin|LIPO GANTRISIN|SULFISOXAZOLE ACETYL";"Small molecule";"4";"309.35";"4";"6";"1.62";"106.50";"6";"1";"0";"3";"N";"0.86";"None";"1.61";"0.72";"0.72";"2";"MOL";"0";"21";"7";"2";"0";"309.0783";"NEUTRAL";"C13H15N3O4S";"CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1"
"CHEMBL1697786";"CEFUROXIME PIVOXETIL";"CCI 23628|CEFUROXIME PIVOXETIL";"Small molecule";"0";"568.56";"1";"18";"0.24";"198.29";"13";"2";"2";"11";"N";"0.12";"10.92";"None";"0.39";"0.39";"1";"MOL";"0";"39";"15";"3";"2";"568.1475";"NEUTRAL";"C23H28N4O11S";"CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)OC(C)OC(=O)C(C)(C)OC)=C(COC(N)=O)CS[C@H]12)c1ccco1"
"CHEMBL2146129";"TIAMULIN FUMARATE";"Dynamutilin|SQ 22947|TIAMULIN FUMARATE";"Small molecule";"0";"609.83";"13";"21";"4.97";"66.84";"6";"1";"0";"9";"N";"0.28";"None";"9.51";"4.50";"2.41";"0";"MOL";"0";"34";"5";"1";"0";"493.3226";"BASE";"C32H51NO8S";"C=C[C@]1(C)C[C@@H](OC(=O)CSCCN(CC)CC)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O.O=C(O)/C=C/C(=O)O"
"CHEMBL374975";"FUSIDIC ACID";"CEM-102|FUCIDIN CAVIJECT|FUCITHALMIC|FUSIDIC ACID|NSC-56192|SQ 16,603|SQ-16603";"Small molecule";"4";"516.72";"54";"495";"5.67";"104.06";"5";"3";"2";"5";"N";"0.25";"4.46";"None";"4.42";"1.58";"0";"MOL";"0";"37";"6";"3";"2";"516.3451";"ACID";"C31H48O6";"CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)O"
"CHEMBL1617";"RIFAXIMIN";"NORMIX|RIFAXIDIN|RIFAXIMIN|Rifacol|TARGAXAN|XIFAXANTA|Xifaxan";"Small molecule";"4";"785.89";"99";"601";"6.16";"198.38";"13";"5";"3";"2";"N";"0.11";"6.42";"5.88";"4.59";"3.93";"4";"MOL";"0";"57";"14";"5";"3";"785.3524";"ACID";"C43H51N3O11";"CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C"
"CHEMBL1572";"NETILMICIN";"NETILMICIN|Netilmicin";"Small molecule";"4";"475.59";"152";"1362";"-3.20";"199.73";"12";"8";"2";"8";"N";"0.18";"12.55";"9.80";"-3.53";"-10.64";"0";"MOL";"0";"33";"12";"11";"2";"475.3006";"BASE";"C21H41N5O7";"CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O"
"CHEMBL1658";"RETAPAMULIN";"ALTABAX|ALTARGO|Aitabax|RETAPAMULIN|SB-275833";"Small molecule";"4";"517.78";"24";"145";"5.25";"66.84";"6";"1";"2";"5";"N";"0.40";"None";"9.69";"4.37";"2.11";"0";"MOL";"0";"36";"5";"1";"2";"517.3226";"BASE";"C30H47NO4S";"C=C[C@]1(C)C[C@@H](OC(=O)CS[C@H]2C[C@@H]3CC[C@H](C2)N3C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O"
"CHEMBL2303613";"CEFODIZIME";"CEFODIZIME|CEFODIZIME SODIUM|Cefodizime|HR 221 [AS SODIUM]|S 77 1221 B [AS SODIUM]|THR 221 [AS SODIUM]|TIMECEF";"Small molecule";"4";"584.68";"9";"44";"1.00";"197.40";"13";"4";"2";"10";"N";"0.13";"-1.44";"4.19";"0.24";"-5.49";"2";"MOL";"0";"37";"13";"5";"2";"584.0276";"ACID";"C20H20N6O7S4";"CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(C)c(CC(=O)O)s3)CS[C@H]12)c1csc(N)n1"
"CHEMBL1200530";"CEFOXITIN SODIUM";"CEFOXITIN|CEFOXITIN SODIUM|Mefoxin";"Small molecule";"4";"449.44";"38";"50";"0.10";"148.26";"8";"3";"0";"7";"N";"0.41";"3.39";"None";"0.29";"-3.12";"1";"MOL";"0";"28";"10";"4";"0";"427.0508";"ACID";"C16H16N3NaO7S2";"CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CS[C@@H]21.[Na+]"
"CHEMBL1200356";"CYCLACILLIN";"CALTHOR|CICLACILLIN|CYCLACILLIN|CYCLAPEN-W|Cyclapen|Vasticillin|WY-4508";"Small molecule";"4";"341.43";"76";"103";"0.28";"112.73";"5";"3";"0";"3";"N";"0.64";"3.30";"8.45";"-1.91";"-1.95";"0";"MOL";"0";"23";"7";"4";"0";"341.1409";"ACID";"C15H23N3O4S";"CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(=O)O"
"CHEMBL437";"SULFATHIAZOLE";"SULFATHIAZOLE|SULFATHIAZOLE (TRIPLE SULFA)|SULPHATHIAZOLE|Sulfathiazole|THIAZAMIDE";"Small molecule";"4";"255.32";"206";"919";"1.53";"85.08";"5";"2";"0";"3";"N";"0.81";"6.93";"2.04";"0.98";"0.50";"2";"MOL";"0";"16";"5";"3";"0";"255.0136";"NEUTRAL";"C9H9N3O2S2";"Nc1ccc(S(=O)(=O)Nc2nccs2)cc1"
"CHEMBL4297111";"TEICOPLANIN A2-5";"TEICOPLANIN A2-5";"Unknown";"0";"1893.71";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1891.5722";"None";"C89H99Cl2N9O33";"CC(=O)N[C@H]1[C@H](O[C@@H]2c3ccc(c(Cl)c3)Oc3cc4cc(c3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3NC(=O)CCCCCCCC(C)C)Oc3ccc(cc3Cl)C[C@H]3NC(=O)[C@H](N)c5ccc(O)c(c5)Oc5cc(O)cc(c5)[C@H](NC3=O)C(=O)N[C@H]4C(=O)N[C@H]3C(=O)N[C@@H]2C(=O)N[C@H](C(=O)O)c2cc(O)cc(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)c2-c2cc3ccc2O)O[C@H](CO)[C@@H](O)[C@@H]1O"
"CHEMBL36506";"NOVOBIOCIN";"ALBAMYCIN T|Albamycin|Cathomycin|NOVOBIOCIN";"Small molecule";"4";"612.63";"105";"941";"3.63";"200.01";"11";"5";"2";"8";"N";"0.18";"5.51";"None";"3.26";"1.36";"3";"MOL";"0";"44";"13";"6";"3";"612.2319";"ACID";"C31H36N2O11";"CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C"
"CHEMBL2107511";"SUNCILLIN SODIUM";"BL-P 1462|SUNCILLIN SODIUM";"Small molecule";"0";"451.46";"";"";"-0.25";"153.11";"6";"4";"0";"6";"N";"0.36";"-1.16";"None";"-0.31";"-6.12";"1";"MOL";"0";"28";"10";"4";"0";"429.0664";"ACID";"C16H18N3NaO7S2";"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NS(=O)(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+]"
"CHEMBL1276310";"TEMOCILLIN";"BRL 17421 FREE ACID|BRL 17421 [AS SODIUM]|BRL-17421|BRL-17421 FREE ACID|TEMOCILLIN";"Small molecule";"3";"414.46";"10";"31";"0.52";"133.24";"7";"3";"0";"6";"N";"0.35";"3.10";"None";"1.20";"-5.37";"1";"MOL";"0";"27";"9";"3";"0";"414.0555";"ACID";"C16H18N2O7S2";"CO[C@@]1(NC(=O)C(C(=O)O)c2ccsc2)C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@@H]21"
"CHEMBL1487804";"BENZOYLPAS";"";"Small molecule";"0";"257.25";"18";"29";"2.34";"86.63";"3";"3";"0";"3";"N";"0.79";"2.87";"None";"3.07";"-0.42";"2";"MOL";"0";"19";"5";"3";"0";"257.0688";"ACID";"C14H11NO4";"O=C(Nc1ccc(C(=O)O)c(O)c1)c1ccccc1"
"CHEMBL532";"ERYTHROMYCIN";"A/T/S|AKNE-MYCIN|AKNEMYCIN PLUS|Benzamycin|Bristamycin|C-SOLVE-2|E-BASE|E-Base|E-GLADES|E-Glades|E-Mycin|E-SOLVE 2|E-mycin|ERY-TAB|ERYACNE 2|ERYACNE 4|ERYC 125|ERYC SPRINKLES|ERYCETTE|ERYMAX SPRINKLE|ERYTHRA-DERM|ERYTHRO-STATIN|ERYTHROMYCIN|ERYTHROMYCIN ESTOLATE IMPURITY, FREE ERYTHROMYCIN-|Emgel|Eryc|Eryderm|Erygel|Erymax|Erypar|Erythro 200|Erythro-Statin|Erythrocin|Erythromycin|Gallimycin|ISOTREXIN|Ilotycin|J01FA01|KERYMAX|NSC-55929|OFTALMOLOSA CUSI ERITROMICINA|PAEDIATHROCIN|PCE|Pfizer-E|R-P MYCIN|RETCIN|ROBIMYCIN|ROMMIX 250 EC|ROMMIX 500 EC|SANSAC|STATICIN|STIEMYCIN|T-STAT|TILORYTH|Wyamycin|ZINERYT";"Small molecule";"4";"733.94";"310";"4234";"1.79";"193.91";"14";"5";"2";"7";"N";"0.24";"12.45";"8.38";"2.60";"1.57";"0";"MOL";"0";"51";"14";"5";"2";"733.4612";"NEUTRAL";"C37H67NO13";"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O"
"CHEMBL1517";"OXYTETRACYCLINE";"BERKMYCEN|CHEMOCYCLINE|E703|GALENOMYCIN|Hi-Tet|IMPERACIN|Microtet|NSC-9169|OXITETRACYCLINE|OXTC|OXYMYCIN|OXYTETRACYCLINE|OXYTETRACYCLINE DIHYDRATE|OXYTETRAMIX-250|Oxytetracycline|TERRAFUNGINE|Terramycin|Tetraplex|UNIMYCIN";"Small molecule";"4";"460.44";"183";"717";"-1.24";"201.85";"10";"7";"1";"2";"N";"0.26";"2.84";"7.38";"-4.50";"-4.82";"1";"MOL";"0";"33";"11";"8";"2";"460.1482";"ACID";"C22H24N2O9";"CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12"
"CHEMBL3291398";"LEFAMULIN";"BC-3781|LEFAMULIN";"Small molecule";"4";"507.74";"9";"22";"3.87";"109.85";"7";"3";"1";"5";"N";"0.38";"None";"10.08";"2.90";"0.38";"0";"MOL";"0";"35";"6";"4";"1";"507.3018";"BASE";"C28H45NO5S";"C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2CC[C@@H](N)C[C@H]2O)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O"
"CHEMBL1697829";"CEFTEZOLE";"CEFTEZOLE|CEFTEZOLE SODIUM";"Small molecule";"0";"440.49";"2";"2";"-0.94";"156.09";"12";"2";"1";"7";"N";"0.40";"2.69";"None";"-1.64";"-5.14";"2";"MOL";"0";"28";"12";"2";"1";"440.0144";"ACID";"C13H12N8O4S3";"O=C(Cn1cnnn1)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nncs3)CS[C@H]12"
"CHEMBL1909452";"APRAMYCIN";"47657|APRAMYCIN|EL-857";"Small molecule";"0";"539.58";"10";"67";"-6.95";"283.64";"16";"11";"3";"6";"N";"0.15";"12.23";"9.15";"-6.51";"-12.41";"0";"MOL";"0";"37";"16";"15";"3";"539.2803";"BASE";"C21H41N5O11";"CN[C@@H]1[C@@H](O[C@H]2O[C@H](CO)[C@@H](N)[C@H](O)[C@H]2O)OC2C[C@@H](N)[C@@H](O[C@@H]3[C@@H](N)C[C@@H](N)[C@H](O)[C@H]3O)OC2[C@@H]1O"
"CHEMBL2106560";"FANDOFLOXACIN";"FANDOFLOXACIN";"Small molecule";"0";"400.39";"";"";"2.11";"78.67";"6";"1";"0";"3";"N";"0.73";"5.27";"6.39";"1.44";"0.60";"3";"MOL";"0";"29";"7";"1";"0";"400.1347";"ACID";"C20H18F2N4O3";"CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cn2)CC1"
"CHEMBL4297166";"TEICOPLANIN";"MDL 507|MDL-507|TEICOPLANIN|Targocid";"Unknown";"4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";""
"CHEMBL37683";"ESAFLOXACIN";"ESAFLOXACIN|Esafloxacin";"Small molecule";"0";"320.32";"3";"6";"0.79";"101.45";"6";"2";"0";"3";"N";"0.87";"5.31";"9.63";"-1.16";"-1.16";"2";"MOL";"0";"23";"7";"3";"0";"320.1285";"ZWITTERION";"C15H17FN4O3";"CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCC(N)C3)nc21"
"CHEMBL3989751";"NEOMYCIN";"NEOMYCIN";"Small molecule";"4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";""
"CHEMBL3989696";"RAMOPLANIN";"MDL 62,198|RAMOPLANIN";"Small molecule";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";""
"CHEMBL3989966";"CONTEZOLID ACEFOSAMIL";"CONTEZOLID ACEFOSAMIL|MRX-4|MRX-4 SODIUM";"Small molecule";"2";"552.33";"";"";"2.88";"142.72";"9";"1";"1";"7";"N";"0.42";"1.36";"None";"1.76";"-0.62";"2";"MOL";"0";"36";"12";"1";"2";"530.0814";"ACID";"C20H17F3N4NaO8P";"CC(=O)OP(=O)([O-])N(C[C@H]1CN(c2cc(F)c(N3C=CC(=O)CC3)c(F)c2F)C(=O)O1)c1ccon1.[Na+]"
"CHEMBL2105907";"AZIDOCILLIN";"AZIDOCILLIN|BRL 2534|SPC 297 D";"Small molecule";"0";"375.41";"";"";"1.67";"135.47";"5";"2";"0";"5";"N";"0.35";"3.32";"None";"1.19";"-2.35";"1";"MOL";"0";"26";"9";"2";"0";"375.1001";"ACID";"C16H17N5O4S";"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N=[N+]=[N-])c3ccccc3)C(=O)N2[C@H]1C(=O)O"
"CHEMBL1082";"AMOXICILLIN";"AMIX 125|AMIX 250|AMIX 500|AMOPEN|AMORAM|AMOXICILLIN|AMOXICILLIN HYDRATE|AMOXICILLIN PEDIATRIC|AMOXICILLIN TRIHYDRATE|AMOXICILLINE|AMOXIDENT 250|AMOXIDENT 500|AMOXIL FIZTAB|AMOXIL SF|AMOXYCILLIN|AMOXYMED|AMRIT|Amoxi-Inject|Amoxi-Tabs|Amoxicilline|Amoxil|Amoxycillin|Aquacil|BRL 2333|BRL-2333|Biomox|DEDOXIL|Dispermox|FLEMOXIN SOLUTAB|GALENAMOX|Larotid|MOXATAG|NSC-277174|POLYMOX|RESPILLIN|Robamox|Sumox|Trimox|UTIMOX|Vetremox|WYMOX|ZOXYCIL 250|ZOXYCIL 500";"Small molecule";"4";"365.41";"332";"3787";"0.02";"132.96";"6";"4";"0";"4";"N";"0.55";"3.23";"7.22";"-2.31";"-2.67";"1";"MOL";"0";"25";"8";"5";"0";"365.1045";"ACID";"C16H19N3O5S";"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O"
"CHEMBL1201018";"CEFACLOR";"BACTICLOR MR|CECLOR CD|CEFACLOR|CEFACLOR MONOHYDRATE|COMPOUND 99638|COMPOUND-99638|Ceclor|DISTACLOR|DISTACLOR MR|J01DC04|KEFTID|Raniclor";"Small molecule";"4";"385.83";"17";"32";"0.62";"112.73";"5";"3";"0";"4";"N";"0.67";"2.83";"7.23";"-2.31";"-2.66";"1";"MOL";"0";"24";"7";"4";"0";"367.0394";"ACID";"C15H16ClN3O5S";"N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1.O"
"CHEMBL403";"SULBACTAM";"CP-45899|CP-458992|SULBACTAM|Sulbactam";"Small molecule";"4";"233.25";"165";"717";"-0.79";"91.75";"4";"1";"0";"1";"N";"0.60";"3.09";"None";"-0.89";"-4.35";"0";"MOL";"0";"15";"6";"1";"0";"233.0358";"ACID";"C8H11NO5S";"CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O"
"CHEMBL2104028";"AMIFLOXACIN MESYLATE";"AMIFLOXACIN MESYLATE|WIN 49,375-3";"Small molecule";"0";"430.46";"";"";"0.76";"77.81";"6";"2";"0";"3";"N";"0.86";"5.62";"6.45";"-0.10";"-0.83";"2";"MOL";"0";"24";"7";"2";"0";"334.1441";"ACID";"C17H23FN4O6S";"CNn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21.CS(=O)(=O)O"
"CHEMBL428";"TROVAFLOXACIN";"CP-99219|TROVAFLOXACIN|Trovafloxacin";"Small molecule";"4";"416.36";"143";"627";"1.89";"101.45";"6";"2";"0";"3";"N";"0.68";"5.22";"9.44";"0.14";"0.14";"3";"MOL";"0";"30";"7";"3";"0";"416.1096";"ZWITTERION";"C20H15F3N4O3";"N[C@H]1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@H]12"
"CHEMBL1095930";"CEFUROXIME AXETIL";"CCI 15641|CCI-15641|CEFUROXIME 1-ACETOXYETHYL ESTER|CEFUROXIME AXETIL|Ceftin|ZINNAT";"Small molecule";"4";"510.48";"17";"95";"-0.17";"189.06";"12";"2";"2";"9";"N";"0.15";"10.92";"None";"-0.43";"-0.43";"1";"MOL";"0";"35";"14";"3";"2";"510.1057";"NEUTRAL";"C20H22N4O10S";"CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CS[C@H]12)c1ccco1"
"CHEMBL221886";"SISOMICIN";"SCH 13475|SISOMICIN|SISSOMICIN";"Small molecule";"3";"447.53";"135";"726";"-3.85";"213.72";"12";"8";"2";"6";"N";"0.20";"12.55";"9.59";"-4.32";"-11.46";"0";"MOL";"0";"31";"12";"12";"2";"447.2693";"BASE";"C19H37N5O7";"CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O"
"CHEMBL1257070";"FAROPENEM MEDOXOMIL";"A-0026|A0026|BAY-56-6854|FAROPENEM DALOXATE|FAROPENEM MEDOXOMIL|SUN-A0026";"Small molecule";"3";"397.41";"9";"88";"0.89";"119.42";"9";"1";"0";"5";"N";"0.57";"None";"None";"0.23";"0.23";"1";"MOL";"0";"27";"9";"1";"0";"397.0831";"NEUTRAL";"C17H19NO8S";"Cc1oc(=O)oc1COC(=O)C1=C([C@H]2CCCO2)S[C@@H]2[C@@H]([C@@H](C)O)C(=O)N12"
"CHEMBL1200558";"BACITRACIN";"Albac 50|BACI-RX|BACIGUENT|BACIIM|BACITRACIN|Baciferm 50|E700";"Protein";"4";"1422.72";"123";"745";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"BOTH";"0";"None";"None";"None";"None";"1421.7489";"None";"C66H103N17O16S";"CC[C@H](C)[C@H](N)C1=N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H]2CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC)CS1"
"CHEMBL1433";"DOXYCYCLINE";"DOXYCYCLINE|GS-3065|Vibramycin";"Small molecule";"4";"444.44";"244";"2098";"-0.35";"181.62";"9";"6";"1";"2";"N";"0.33";"2.92";"7.46";"-3.29";"-3.57";"1";"MOL";"0";"32";"10";"7";"1";"444.1533";"ACID";"C22H24N2O8";"C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21"
"CHEMBL1095283";"CARBENICILLIN PHENYL";"CARFECILLIN";"Small molecule";"4";"454.50";"1";"1";"2.01";"113.01";"6";"2";"0";"6";"N";"0.30";"3.29";"None";"2.62";"-0.81";"2";"MOL";"0";"32";"8";"2";"0";"454.1199";"ACID";"C23H22N2O6S";"CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2[C@H]1C(=O)O"
"CHEMBL2107088";"SULFASOMIZOLE";"SULFASOMIZOLE|SULPHASOMIZOLE";"Small molecule";"0";"269.35";"";"";"1.83";"85.08";"5";"2";"0";"3";"N";"0.83";"6.11";"3.60";"0.90";"0.10";"2";"MOL";"0";"17";"5";"3";"0";"269.0293";"ACID";"C10H11N3O2S2";"Cc1cc(NS(=O)(=O)c2ccc(N)cc2)sn1"
"CHEMBL1201195";"CEFMETAZOLE";"CEFMETAZOLE|U-72791";"Small molecule";"4";"471.55";"158";"486";"-0.73";"163.33";"12";"2";"1";"9";"N";"0.20";"3.18";"None";"-0.65";"-4.10";"1";"MOL";"0";"30";"12";"2";"1";"471.0453";"ACID";"C15H17N7O5S3";"CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21"
"CHEMBL3306902";"APALCILLIN";"APALCILLIN";"Small molecule";"0";"521.56";"";"";"1.44";"161.82";"8";"4";"1";"6";"N";"0.35";"3.49";"3.14";"1.43";"-1.87";"3";"MOL";"0";"37";"11";"4";"2";"521.1369";"ACID";"C25H23N5O6S";"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)c3cnc4cccnc4c3O)c3ccccc3)C(=O)N2[C@H]1C(=O)O"
