Name,SMILES,hit_inh,hit_kill
fidaxomicin,"CC[C@H]1\C=C(C)\[C@@H](O)C\C=C\C=C(CO[C@@H]2O[C@H](C)[C@@H](OC(=O)c3c(O)c(Cl)c(O)c(Cl)c3CC)[C@H](O)[C@@H]2OC)\C(=O)O[C@@H](C\C=C(/C)\C=C(C)\[C@@H]1O[C@@H]1OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]1O)[C@@H](C)O |c:3,11,47,50,t:9|",0.0,0.0
T-0156,COC(=O)c1c(-c2cc(OC)c(OC)c(OC)c2)c2ccnc(OCc3ncccn3)c2c(=O)n1Cc1ccnc(C)c1,0.0,0.0
dianhydrogalactitol,O[C@@H]([C@@H](O)[C@H]1CO1)[C@@H]1CO1,0.0,0.0
avobenzone,COc1ccc(cc1)C(=O)C=C(O)c1ccc(cc1)C(C)(C)C,0.0,0.0
firocoxib,CC1(C)OC(=O)C(OCC2CC2)=C1c1ccc(cc1)S(C)(=O)=O |c:12|,0.0,0.0
midafotel,OC(=O)[C@H]1CN(C\C=C\P(O)(O)=O)CCN1,0.0,0.0
isoguvacine,OC(=O)C1=CCNCC1 |t:3|,0.0,0.0
BYK-204165,Cn1cccc1\C=C1/C(=O)NC(=O)c2ccccc12,0.0,0.0
dapivirine,Cc1cc(C)c(Nc2ccnc(Nc3ccc(cc3)C#N)n2)c(C)c1,0.0,0.0
sulfametopyrazine,COc1nccnc1NS(=O)(=O)c1ccc(N)cc1,0.0,0.0
GDC-0941,CS(=O)(=O)N1CCN(Cc2cc3nc(nc(N4CCOCC4)c3s2)-c2cccc3n[nH]cc23)CC1,0.0,0.0
Proxyphylline,"C[C@@H](O)Cn1cnc2n(C)c(=O)n(C)c(=O)c12 |&1:1,r|",0.0,0.0
TC-I-15,CC1(C)SCN([C@@H]1C(=O)N[C@@H](CNC(=O)NCc1ccccc1)C(O)=O)S(=O)(=O)c1ccccc1,0.0,0.0
mesulergine,CN(C)S(=O)(=O)N[C@H]1C[C@H]2[C@@H](Cc3cn(C)c4cccc2c34)N(C)C1,0.0,0.0
curcumol,CC(C)[C@@H]1C[C@@]23O[C@]1(O)CC(=C)[C@@H]2CC[C@@H]3C,0.0,0.0
ZCL-278,Cc1cc(C)nc(NS(=O)(=O)c2ccc(NC(=S)NC(=O)COc3ccc(Br)cc3Cl)cc2)n1,0.0,0.0
SNC-80,CCN(CC)C(=O)c1ccc(cc1)[C@@H](N1C[C@@H](C)N(CC=C)C[C@@H]1C)c1cccc(OC)c1,0.0,0.0
GW-843682X,COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(s3)C(N)=O)c2cc1OC,0.0,0.0
ethoxzolamide,CCOc1ccc2nc(sc2c1)S(N)(=O)=O,0.0,0.0
flumecinol,"CC[C@@](O)(c1ccccc1)c1cccc(c1)C(F)(F)F |&1:2,r|",0.0,0.0
troclosene,Cln1c(=O)[nH]c(=O)n(Cl)c1=O,0.0,0.0
paricalcitol,C[C@H](\C=C\[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1C[C@@H](O)C[C@H](O)C1,0.0,0.0
2-TEDC,Oc1ccc(\C=C(/C#N)C(=O)OCCc2cccs2)cc1O,0.0,0.0
elacytarabine,CCCCCCCC\C=C\CCCCCCCC(=O)OC[C@H]1O[C@H]([C@@H](O)[C@@H]1O)n1ccc(N)nc1=O,0.0,0.0
mosapride,CCOc1cc(N)c(Cl)cc1C(=O)NC[C@H]1CN(Cc2ccc(F)cc2)CCO1 |&1:15|,0.0,0.0
A0001,"CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@@](C)(O)CCC1=C(C)C(=O)C(C)=C(C)C1=O |c:21,t:27|",0.0,0.0
rabeprazole,COCCCOc1ccnc(C[S@@](=O)c2nc3ccccc3[nH]2)c1C |r|,0.0,0.0
unbs-5162,CN(C)CCN1C(=O)c2cccc3cc(NC(N)=O)cc(C1=O)c23,0.0,0.0
carbamazepine,NC(=O)N1c2ccccc2C=Cc2ccccc12 |c:11|,0.0,0.0
quazinone,CC1N2Cc3c(Cl)cccc3NC2=NC1=O |c:14|,0.0,0.0
pinanediol,CC1(C)[C@H]2C[C@@H]1[C@](C)(O)[C@H](O)C2,0.0,0.0
T-025,CNc1nc(NCc2ncccn2)c2c(c[nH]c2n1)-c1ccc2ncccc2c1,0.0,0.0
sulfachlorpyridazine,Nc1ccc(cc1)S(=O)(=O)Nc1ccc(Cl)nn1,0.0,0.0
pipemidic-acid,CCn1cc(C(O)=O)c(=O)c2cnc(nc12)N1CCNCC1,0.0,0.0
tropesin,"COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(=O)OC[C@@H](C(O)=O)c3ccccc3)c2c1 |&1:24,r|",0.0,0.0
buclizine,CC(C)(C)c1ccc(CN2CCN(CC2)[C@@H](c2ccccc2)c2ccc(Cl)cc2)cc1 |&1:15|,0.0,0.0
"4-phenyl-1,2,3,4-tetrahydroisoquinoline","C1NCc2ccccc2[C@@H]1c1ccccc1 |&1:9,r|",0.0,0.0
BC-11,NC(=N)SCc1ccc(cc1)B(O)O,0.0,0.0
TW-37,CC(C)c1ccccc1Cc1cc(C(=O)Nc2ccc(cc2)S(=O)(=O)c2ccccc2C(C)(C)C)c(O)c(O)c1O,0.0,0.0
tolperisone,C[C@@H](CN1CCCCC1)C(=O)c1ccc(C)cc1 |r|,0.0,0.0
forskolin,CC(=O)O[C@H]1[C@@H](O)[C@H]2C(C)(C)CC[C@H](O)[C@]2(C)[C@@]2(O)C(=O)C[C@@](C)(O[C@]12C)C=C,0.0,0.0
freselestat,CC(C)[C@@H](NC(=O)Cn1c(ncc(N)c1=O)-c1ccccc1)[C@@H](O)c1nnc(o1)C(C)(C)C,0.0,0.0
AB-423,CC[C@@H](C)NS(=O)(=O)c1ccc(F)c(c1)C(=O)Nc1ccc(F)c(F)c1,0.0,0.0
alizapride,"COc1cc2[nH]nnc2cc1C(=O)NC[C@H]1CCCN1CC=C |&1:15,r|",0.0,0.0
2-PMDQ,"O=C1Nc2ccccc2C2=N[C@@H](CN3CCN(CC3)c3ccccc3)CN12 |&1:11,r,t:10|",0.0,0.0
asapiprant,CC(C)Oc1ccc(cc1)S(=O)(=O)N1CCN(CC1)c1ccc(-c2ncco2)c(OCC(O)=O)c1,0.0,0.0
PF-3274167,COCc1nnc(N2CC(C2)Oc2ccc(F)cc2Cl)n1-c1ccc(OC)nc1,0.0,0.0
MY-5445,Clc1cccc(Nc2nnc(-c3ccccc3)c3ccccc23)c1,0.0,0.0
ombitasvir,COC(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)Nc1ccc(cc1)[C@@H]1CC[C@H](N1c1ccc(cc1)C(C)(C)C)c1ccc(NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)OC)C(C)C)cc1,0.0,0.0
gabapentin-enacarbil,"CC(C)C(=O)O[C@@H](C)OC(=O)NCC1(CC(O)=O)CCCCC1 |&1:6,r|",0.0,0.0
cidofovir,Nc1ccn(C[C@@H](CO)OCP(O)(O)=O)c(=O)n1,0.0,0.0
NS-19504,Nc1ncc(Cc2ccc(Br)cc2)s1,0.0,0.0
brinzolamide,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(cc12)S(N)(=O)=O,0.0,0.0
SBI-115,CCS(=O)(=O)c1ncc(Cl)c(n1)C(=O)Oc1cccc(C)c1,0.0,0.0
cafestol,C[C@@]12CCc3occc3[C@H]1CC[C@@]13C[C@@H](CC[C@@H]21)[C@@](O)(CO)C3,0.0,0.0
fiacitabine,Nc1nc(=O)n(cc1I)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,0.0,0.0
benzydamine,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,0.0,0.0
E7046,C[C@H](NC(=O)c1c(nn(C)c1Oc1cccc(c1)C(F)(F)F)C(F)F)c1ccc(cc1)C(O)=O,0.0,0.0
alarelin,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1,0.0,0.0
ibuprofen-(S),CC(C)Cc1ccc(cc1)[C@H](C)C(O)=O,0.0,0.0
clonixin-lysinate,NCCCC[C@H](N)C(O)=O.Cc1c(Cl)cccc1Nc1ncccc1C(O)=O,0.0,0.0
suxibuzone,CCCCC1(COC(=O)CCC(O)=O)C(=O)N(N(C1=O)c1ccccc1)c1ccccc1,0.0,0.0
lasofoxifene,O[C@@H]([C@H](O)C(O)=O)C(O)=O.Oc1ccc2[C@H]([C@H](CCc2c1)c1ccccc1)c1ccc(OCCN2CCCC2)cc1,0.0,0.0
R406,COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)Nc4n3)n2)cc(OC)c1OC,0.0,0.0
arsanilic-acid,Nc1ccc(cc1)[As](O)(O)=O,0.0,0.0
erythromycin-ethylsuccinate,CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,0.0,0.0
lauric-diethanolamide,CCCCCCCCCCCC(=O)N(CCO)CCO,0.0,0.0
cholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C |t:14|,0.0,0.0
antimony-potassium,[H][C@]12O[SbH]3(OC1=O)OC(=O)[C@]([H])(O3)[C@@]1([H])O[SbH]3(OC(=O)[C@]2([H])O3)OC1=O |r|,0.0,0.0
BAZ2-ICR,Cn1cc(CCn2cnc(-c3cnn(C)c3)c2-c2ccc(cc2)C#N)cn1,0.0,0.0
TAK-960,COc1cc(C(=O)NC2CCN(C)CC2)c(F)cc1Nc1ncc2N(C)C(=O)C(F)(F)CN(C3CCCC3)c2n1,0.0,0.0
cinromide,CCNC(=O)\C=C\c1cccc(Br)c1,0.0,0.0
temoporfin,Oc1cccc(c1)-c1c2CCc([nH]2)c(-c2cccc(O)c2)c2ccc([nH]2)c(-c2cccc(O)c2)c2ccc(n2)c(-c2cccc(O)c2)c2ccc1n2,0.0,0.0
allylthiourea,NC(=S)NCC=C,0.0,0.0
GDC-0927,CC1=C([C@@H](Oc2ccc(O)cc12)c1ccc(OCCN2CC(CF)C2)cc1)c1cccc(O)c1 |t:1|,0.0,0.0
dimaprit,CN(C)CCCSC(N)=N,0.0,0.0
palosuran,Cc1cc(NC(=O)NCCN2CCC(O)(Cc3ccccc3)CC2)c2ccccc2n1,0.0,0.0
GGTI-298,COC(=O)[C@H](CC(C)C)NC(=O)c1ccc(NC[C@@H](N)CS)cc1-c1cccc2ccccc12,0.0,0.0
folic-acid,Nc1nc(=O)c2nc(CNc3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)cnc2[nH]1,0.0,0.0
benzyldimethyloctylammonium,CCCCCCCC[N+](C)(C)Cc1ccccc1,0.0,0.0
gossypol,CC(C)c1c(O)c(O)c(C=O)c2c(O)c(c(C)cc12)-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,0.0,0.0
succinobucol,CC(C)(C)c1cc(SC(C)(C)Sc2cc(c(OC(=O)CCC(O)=O)c(c2)C(C)(C)C)C(C)(C)C)cc(c1O)C(C)(C)C,0.0,0.0
aklomide,NC(=O)c1ccc(cc1Cl)[N+]([O-])=O,0.0,0.0
EVP4593,Nc1ccc2ncnc(NCCc3ccc(Oc4ccccc4)cc3)c2c1,0.0,0.0
azodicarbonamide,NC(=O)\N=N\C(N)=O,0.0,0.0
DCC-2618,Cn1cc(cn1)-c1cc(Oc2cc(F)c(NC(=O)C3(CC3)C(=O)Nc3ccccc3)cc2F)ccn1,0.0,0.0
sincalide,CSCC[C@H](NC(=O)[C@H](Cc1ccc(OS(O)(=O)=O)cc1)NC(=O)[C@@H](N)CC(O)=O)C(=O)NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,0.0,0.0
17-hydroxyprogesterone-caproate,CCCCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O |t:15|,0.0,0.0
VU0240551,Cc1csc(NC(=O)CSc2ccc(nn2)-c2ccccc2)n1,0.0,0.0
hypoxanthine,O=c1nc[nH]c2nc[nH]c12,0.0,0.0
necrostatin-1,CN1C(=S)N[C@@H](Cc2c[nH]c3ccccc23)C1=O |r|,0.0,0.0
nateglinide,CC(C)[C@H]1CC[C@@H](CC1)C(=O)N[C@H](Cc1ccccc1)C(O)=O,0.0,0.0
emoxipin,CCc1nc(C)ccc1O,0.0,0.0
XMD17-109,CCOc1cc(ccc1Nc1ncc2N(C)C(=O)c3ccccc3N(C3CCCC3)c2n1)C(=O)N1CCC(CC1)N1CCN(C)CC1,0.0,0.0
SB-743921,CC(C)[C@@H](N(CCCN)C(=O)c1ccc(C)cc1)c1oc2cc(Cl)ccc2c(=O)c1Cc1ccccc1,0.0,0.0
exenatide,[H]N[C@@H](Cc1c[nH]cn1)C(=O)NCC(=O)N[C@@H](CCC(O)=O)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(N)=O |r|,0.0,0.0
biapenem,"C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(SC3Cn4cnc[n+]4C3)=C(N2C1=O)C(O)=O |a:1,3,4,5,&1:9,c:18|",0.0,0.0
macelignan,COc1cc(C[C@H](C)[C@H](C)Cc2ccc3OCOc3c2)ccc1O,0.0,0.0
ABT-239,C[C@@H]1CCCN1CCc1cc2cc(ccc2o1)-c1ccc(cc1)C#N,0.0,0.0
suprofen,"C[C@@H](C(O)=O)c1ccc(cc1)C(=O)c1cccs1 |&1:1,r|",0.0,0.0
febuprol,"CCCCOC[C@@H](O)COc1ccccc1 |&1:6,r|",0.0,0.0
macitentan,CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,0.0,0.0
delta-tocotrienol,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC[C@]1(C)CCc2cc(O)cc(C)c2O1,0.0,0.0
5-octanoylsalicylic-acid,CCCCCCCC(=O)c1ccc(O)c(c1)C(O)=O,0.0,0.0
perindoprilat,CCC[C@H](N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(O)=O)C(O)=O,0.0,0.0
eptifibatide,NC(=N)NCCCC[C@@H]1NC(=O)CCSSC[C@H](NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CC(O)=O)NC(=O)CNC1=O)C(N)=O,0.0,0.0
monobenzone,Oc1ccc(OCc2ccccc2)cc1,0.0,0.0
EX-527,"NC(=O)[C@H]1CCCc2c1[nH]c1ccc(Cl)cc21 |&1:3,r|",0.0,0.0
verbascoside,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OCCc3ccc(O)c(O)c3)O[C@H](CO)[C@H]2OC(=O)\C=C\c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O,0.0,0.0
tetrahydrozoline,"C1CN=C(N1)[C@H]1CCCc2ccccc12 |&1:5,c:2|",0.0,0.0
moxonidine,COc1nc(C)nc(Cl)c1NC1=NCCN1 |t:12|,0.0,0.0
phenylpiracetam,"NC(=O)CN1C[C@@H](CC1=O)c1ccccc1 |&1:6,r|",0.0,0.0
levodropropizine,OC[C@@H](O)CN1CCN(CC1)c1ccccc1,0.0,0.0
phenelzine,NNCCc1ccccc1,0.0,0.0
myricitrin,C[C@@H]1O[C@@H](Oc2c(oc3cc(O)cc(O)c3c2=O)-c2cc(O)c(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O,0.0,0.0
YS-201,"CCOC(=O)C1=C(C)NC(C)=C([C@@H]1c1cccc(c1)[N+]([O-])=O)C(=O)OCCN1CCCCC1 |&1:12,r,c:5,10|",0.0,0.0
ivacaftor,CC(C)(C)c1cc(c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O)C(C)(C)C,0.0,0.0
L-690330,CC(Oc1ccc(O)cc1)(P(O)(O)=O)P(O)(O)=O,0.0,0.0
PU-H71,CC(C)NCCCn1c(Sc2cc3OCOc3cc2I)nc2c(N)ncnc12,0.0,0.0
cyclopentolate,CN(C)CCOC(=O)[C@@H](c1ccccc1)C1(O)CCCC1 |&1:8|,0.0,0.0
BHQ,CC(C)(C)c1cc(O)c(cc1O)C(C)(C)C,0.0,0.0
MK-2461,CN(C[C@@H]1COCCO1)S(=O)(=O)Nc1ccc2ccc3ncc(cc3c(=O)c2c1)-c1cnn(C)c1,0.0,0.0
dichloroacetate,[Na].OC(=O)C(Cl)Cl,0.0,0.0
naltriben,Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]45[C@@H](Oc1c24)c1oc2ccccc2c1C[C@@]35O,0.0,0.0
eflornithine,NCCCC(N)(C(F)F)C(O)=O |&1:4|,0.0,0.0
tropicamide,"CCN(Cc1ccncc1)C(=O)[C@@H](CO)c1ccccc1 |&1:12,r|",0.0,0.0
tecastemizole,Fc1ccc(Cn2c(NC3CCNCC3)nc3ccccc23)cc1,0.0,0.0
SKI-II,Oc1ccc(Nc2nc(cs2)-c2ccc(Cl)cc2)cc1,0.0,0.0
pilaralisib,COc1ccc(Cl)c(Nc2nc3ccccc3nc2NS(=O)(=O)c2cccc(NC(=O)C(C)(C)N)c2)c1,0.0,0.0
EC-23,CC1(C)CCC(C)(C)c2cc(ccc12)C#Cc1ccc(cc1)C(O)=O,0.0,0.0
nefiracetam,Cc1cccc(C)c1NC(=O)CN1CCCC1=O,0.0,0.0
JIB04,Clc1ccc(N\N=C(/c2ccccc2)c2ccccn2)nc1,0.0,0.0
LB-100,"CN1CCN(CC1)C(=O)[C@@H]1[C@H]2CC[C@H](O2)[C@@H]1C(O)=O |&1:10,13,&2:15,&3:9|",0.0,0.0
dithranol,Oc1cccc2cc3cccc(O)c3c(O)c12,0.0,0.0
obatoclax,"COC1=CC(=N\C1=C/c1[nH]c(C)cc1C)c1cc2ccccc2[nH]1 |c:4,t:2|",0.0,0.0
LXS196,CC1(N)CCN(CC1)c1cccnc1NC(=O)c1nc(cnc1N)-c1ncccc1C(F)(F)F,0.0,0.0
proscillaridin-A,C[C@@H]1O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CCC3=C2)c2ccc(=O)oc2)[C@H](O)[C@H](O)[C@H]1O |c:26|,0.0,0.0
AMG-487-(+/-),"CCOc1ccc(cc1)-n1c(nc2ncccc2c1=O)[C@@H](C)N(Cc1cccnc1)C(=O)Cc1ccc(OC(F)(F)F)cc1 |&1:20,r|",0.0,0.0
carsalam,O=c1[nH]c(=O)c2ccccc2o1,0.0,0.0
HQK-1001,CCC(C)(C)C(O)=O,0.0,0.0
nimorazole,[O-][N+](=O)c1cncn1CCN1CCOCC1,0.0,0.0
CC-223,CO[C@H]1CC[C@@H](CC1)N1C(=O)CNc2ncc(nc12)-c1ccc(nc1)C(C)(C)O |r|,0.0,0.0
PIK-75,CN(\N=C\c1cnc2ccc(Br)cn12)S(=O)(=O)c1cc(ccc1C)[N+]([O-])=O,0.0,0.0
chlorotrianisene,COc1ccc(cc1)C(Cl)=C(c1ccc(OC)cc1)c1ccc(OC)cc1,0.0,0.0
myricetin,Oc1cc(O)c2c(c1)oc(-c1cc(O)c(O)c(O)c1)c(O)c2=O,0.0,0.0
CPSI-1306-(+/-),"Fc1ccc(C2=NO[C@@H](CC(=O)N3CCOCC3)C2)c(F)c1 |&1:8,r,t:5|",0.0,0.0
mitoflaxone,OC(=O)Cc1cccc2c1oc(cc2=O)-c1ccccc1,0.0,0.0
merbarone,Oc1[nH]c(=S)[nH]c(=O)c1C(=O)Nc1ccccc1,0.0,0.0
desoxycorticosterone-pivalate,CC(C)(C)C(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C |t:17|,0.0,0.0
topilutamide,"C[C@](O)(CNC(=O)C(F)(F)F)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+]([O-])=O |&1:1,r|",0.0,0.0
soblidotin,[H][C@]1(CCCN1C(=O)C[C@@H](OC)[C@H]([C@@H](C)CC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C)[C@H](OC)[C@@H](C)C(=O)NCCc1ccccc1,0.0,0.0
vanoxerine,Fc1ccc(cc1)C(OCCN1CCN(CCCc2ccccc2)CC1)c1ccc(F)cc1,0.0,0.0
etofylline-clofibrate,Cn1c2ncn(CCOC(=O)C(C)(C)Oc3ccc(Cl)cc3)c2c(=O)n(C)c1=O,0.0,0.0
sacubitril,CCOC(=O)[C@H](C)C[C@@H](Cc1ccc(cc1)-c1ccccc1)NC(=O)CCC(O)=O,0.0,0.0
monostearin,"CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)CO |&1:21,r|",0.0,0.0
delgocitinib,C[C@H]1CN(C(=O)CC#N)[C@]11CCN(C1)c1ncnc2[nH]ccc12,0.0,0.0
L-quisqualic-acid,N[C@@H](Cn1oc(=O)[nH]c1=O)C(O)=O,0.0,0.0
hesperadin,CCS(=O)(=O)Nc1ccc2NC(=O)\C(=C(/Nc3ccc(CN4CCCCC4)cc3)c3ccccc3)c2c1,0.0,0.0
imipramine,CN(C)CCCN1c2ccccc2CCc2ccccc12,0.0,0.0
C-1,O=S(=O)(N1CCNCC1)c1cccc2cnccc12,0.0,0.0
AS-252424,Oc1cc(F)ccc1-c1ccc(\C=C2/SC(=O)NC2=O)o1,0.0,0.0
otenzepad,"CCN(CC)C[C@H]1CCCCN1CC(=O)N1c2ccccc2C(=O)Nc2cccnc12 |&1:6,r|",0.0,0.0
pentostatin,OC[C@H]1O[C@H](C[C@@H]1O)n1cnc2[C@H](O)CN=CNc12 |c:16|,0.0,0.0
pamabrom,CC(C)(N)CO.Cn1c2nc(Br)[nH]c2c(=O)n(C)c1=O,0.0,0.0
dextromethorphan,COc1ccc2C[C@H]3[C@H]4CCCC[C@@]4(CCN3C)c2c1,0.0,0.0
5-hydroxydecanoic-acid,CCCCC[C@@H](O)CCCC(O)=O |&1:5|,0.0,0.0
cefpodoxime,"COCC1=C(N2[C@H](SC1)[C@H](NC(=O)C(=N/OC)\c1csc(N)n1)C2=O)C(=O)O[C@@H](C)OC(=O)OC(C)C |a:6,9,&1:28,t:3|",0.0,0.0
PD-166793,CC(C)[C@H](NS(=O)(=O)c1ccc(cc1)-c1ccc(Br)cc1)C(O)=O,0.0,0.0
bismuth(III)-trifluoromethanesulfonate,[Bi].OS(=O)(=O)C(F)(F)F.OS(=O)(=O)C(F)(F)F.OS(=O)(=O)C(F)(F)F,0.0,0.0
carmofur,CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,0.0,0.0
SB-939,CCCCc1nc2cc(\C=C\C(=O)NO)ccc2n1CCN(CC)CC,0.0,0.0
mofegiline,NC\C(CCc1ccc(F)cc1)=C\F,0.0,0.0
psoralen,O=c1ccc2cc3ccoc3cc2o1,0.0,0.0
NS-8593,C1C[C@@H](Nc2nc3ccccc3[nH]2)c2ccccc2C1,0.0,0.0
azilsartan,CCOc1nc2cccc(C(O)=O)c2n1Cc1ccc(cc1)-c1ccccc1-c1nc(=O)o[nH]1,0.0,0.0
pyritinol,Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O,0.0,0.0
veliflapon,OC(=O)[C@H](C1CCCC1)c1ccc(OCc2ccc3ccccc3n2)cc1,0.0,0.0
asivatrep,CCCc1nc(ccc1\C=C\C(=O)N[C@H](C)c1cc(F)c(NS(C)(=O)=O)c(F)c1)C(F)(F)F,0.0,0.0
adomeglivant,Cc1cc(O[C@@H](CCC(F)(F)F)c2ccc(cc2)C(=O)NCCC(O)=O)cc(C)c1-c1ccc(cc1)C(C)(C)C,0.0,0.0
talniflumate,"FC(F)(F)c1cccc(Nc2ncccc2C(=O)O[C@H]2OC(=O)c3ccccc23)c1 |&1:19,r|",0.0,0.0
GSK-3-inhibitor-IX,O\N=C1/C(/Nc2ccccc/12)=C1/C(=O)Nc2cc(Br)ccc12,0.0,0.0
BRD9876,CC(C)(C)c1ccc2cc(C#N)c(cc2c1)C#N,0.0,0.0
TC-G-1004,COC1CCN(CC1)c1cccc(n1)-c1cc(NC(C)=O)nc(n1)-n1nc(C)cc1C,0.0,0.0
ACY-1215,ONC(=O)CCCCCCNC(=O)c1cnc(nc1)N(c1ccccc1)c1ccccc1,0.0,0.0
BMS-779788,CC(C)(O)c1cn(c(n1)C(C)(C)c1ccccc1Cl)-c1ccc(cc1)-c1cccc(c1)S(C)(=O)=O,0.0,0.0
epirubicin,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,0.0,0.0
drofenine,CCN(CC)CCOC(=O)[C@@H](C1CCCCC1)c1ccccc1 |&1:10|,0.0,0.0
procyanidin-B-2,O[C@H]1Cc2c(O)cc(O)c([C@@H]3[C@@H](O)[C@H](Oc4cc(O)cc(O)c34)c3ccc(O)c(O)c3)c2O[C@@H]1c1ccc(O)c(O)c1,0.0,0.0
AA-29504,CCOC(=O)Nc1ccc(NCc2c(C)cc(C)cc2C)cc1N,0.0,0.0
T-0901317,OC(c1ccc(cc1)N(CC(F)(F)F)S(=O)(=O)c1ccccc1)(C(F)(F)F)C(F)(F)F,0.0,0.0
SID-7969543,"CCOC(=O)[C@@H](C)Oc1cccc2c1ccn(CC(=O)Nc1ccc3OCCOc3c1)c2=O |&1:5,r|",0.0,0.0
nuclomedone,"Clc1ccc(C[C@H]2C(=O)N=C3SCCN3C2=O)cc1 |r,t:9|",0.0,0.0
